Success Rate,Difficulty,Success Rate x Difficulty
0.52,0.07,0.0364
0.72,0.10999999999999999,0.07919999999999999
0.78,0.17,0.13260000000000002
0.64,0.22000000000000006,0.14080000000000004
0.6,0.22000000000000006,0.13200000000000003
0.54,0.22000000000000006,0.11880000000000004
0.64,0.22000000000000006,0.14080000000000004
0.63,0.22000000000000006,0.13860000000000003
0.66,0.22000000000000006,0.14520000000000005
0.65,0.22000000000000006,0.14300000000000004
0.7,0.22000000000000006,0.15400000000000003
0.64,0.22000000000000006,0.14080000000000004
0.61,0.22000000000000006,0.13420000000000004
0.59,0.22000000000000006,0.12980000000000003
0.59,0.22000000000000006,0.12980000000000003
0.61,0.22000000000000006,0.13420000000000004
0.6,0.22000000000000006,0.13200000000000003
0.66,0.22000000000000006,0.14520000000000005
0.59,0.22000000000000006,0.12980000000000003
0.63,0.22000000000000006,0.13860000000000003
0.64,0.22000000000000006,0.14080000000000004
0.53,0.22000000000000006,0.11660000000000004
0.61,0.22000000000000006,0.13420000000000004
0.65,0.22000000000000006,0.14300000000000004
0.63,0.24000000000000007,0.15120000000000006
0.58,0.24000000000000007,0.13920000000000005
0.51,0.24000000000000007,0.12240000000000004
0.56,0.24000000000000007,0.13440000000000005
0.51,0.24000000000000007,0.12240000000000004
0.49,0.24000000000000007,0.11760000000000004
0.49,0.23000000000000007,0.11270000000000004
0.45,0.23000000000000007,0.10350000000000004
0.5,0.23000000000000007,0.11500000000000003
0.45,0.23000000000000007,0.10350000000000004
0.5,0.23000000000000007,0.11500000000000003
0.53,0.23000000000000007,0.12190000000000004
0.5,0.23000000000000007,0.11500000000000003
0.62,0.23000000000000007,0.14260000000000003
0.62,0.23000000000000007,0.14260000000000003
0.57,0.23000000000000007,0.13110000000000002
0.61,0.23000000000000007,0.14030000000000004
0.53,0.23000000000000007,0.12190000000000004
0.43,0.24000000000000005,0.10320000000000001
0.44,0.24000000000000005,0.10560000000000003
0.61,0.24000000000000005,0.14640000000000003
0.51,0.24000000000000005,0.12240000000000002
0.52,0.24000000000000005,0.12480000000000002
0.62,0.24000000000000005,0.14880000000000002
0.55,0.24000000000000005,0.13200000000000003
0.53,0.24000000000000005,0.12720000000000004
